time,open,high,low,close,vol
1716940800,174.19000244140625,178.14999389648438,173.92999267578125,176.19000244140625,54782600
1717027200,178.5800018310547,182.6699981689453,175.3800048828125,178.7899932861328,77784800
1717113600,178.5,180.32000732421875,173.82000732421875,178.0800018310547,67314600
1717372800,178.1300048828125,182.63999938964844,174.49000549316406,176.2899932861328,68568900
1717459200,174.77999877929688,177.75999450683594,174.0,174.77000427246094,60056300
1717545600,175.35000610351562,176.14999389648438,172.1300048828125,175.0,57953800
1717632000,174.60000610351562,179.72999572753906,172.72999572753906,177.94000244140625,69887000
1717718400,176.1300048828125,179.35000610351562,175.5800018310547,177.47999572753906,56244900
1717977600,176.05999755859375,178.57000732421875,173.1699981689453,173.7899932861328,50869700
1718064000,173.9199981689453,174.75,167.41000366210938,170.66000366210938,64761900
1718150400,171.1199951171875,180.5500030517578,169.8000030517578,177.2899932861328,90389400
1718236800,188.38999938964844,191.0800018310547,181.22999572753906,182.47000122070312,118984100
1718323200,185.8000030517578,186.0,176.9199981689453,178.00999450683594,82038200
1718582400,177.9199981689453,188.80999755859375,177.0,187.44000244140625,109786100
1718668800,186.55999755859375,187.1999969482422,182.3699951171875,184.86000061035156,68982300
1718841600,184.67999267578125,185.2100067138672,179.66000366210938,181.57000732421875,55893100
1718928000,182.3000030517578,183.9499969482422,180.69000244140625,183.00999450683594,63029500
1719187200,184.97000122070312,188.8000030517578,182.5500030517578,182.5800018310547,61992100
1719273600,184.39999389648438,187.97000122070312,182.00999450683594,187.35000610351562,63678300
1719360000,186.5399932861328,197.75999450683594,186.36000061035156,196.3699951171875,95737100
1719446400,195.1699981689453,198.72000122070312,194.0500030517578,197.4199981689453,72746500
1719532800,199.5500030517578,203.1999969482422,195.25999450683594,197.8800048828125,95438100
1719792000,201.02000427246094,213.22999572753906,200.85000610351562,209.86000061035156,135691400
1719878400,218.88999938964844,231.3000030517578,218.05999755859375,231.25999450683594,205047900
1719964800,234.55999755859375,248.35000610351562,234.25,246.38999938964844,166561500
1720137600,249.80999755859375,252.3699951171875,242.4600067138672,251.52000427246094,154501200
1720396800,247.7100067138672,259.44000244140625,244.57000732421875,252.94000244140625,157219600
1720483200,251.0,265.6099853515625,250.3000030517578,262.3299865722656,160210900
1720569600,262.79998779296875,267.5899963378906,257.8599853515625,263.260009765625,128519400
1720656000,263.29998779296875,271.0,239.64999389648438,241.02999877929688,221707300
1720742400,235.8000030517578,251.83999633789062,233.08999633789062,248.22999572753906,155955800
1721001600,255.97000122070312,265.6000061035156,251.72999572753906,252.63999938964844,146912900
1721088000,255.30999755859375,258.6199951171875,245.8000030517578,256.55999755859375,126332500
1721174400,252.72999572753906,258.4700012207031,246.17999267578125,248.5,115584800
1721260800,251.08999633789062,257.1400146484375,247.1999969482422,249.22999572753906,110869000
1721347200,247.7899932861328,249.44000244140625,236.8300018310547,239.1999969482422,87403900
1721606400,244.2100067138672,253.2100067138672,243.75,251.50999450683594,101225400
1721692800,253.60000610351562,255.75999450683594,245.6300048828125,246.3800048828125,111928200
1721779200,225.4199981689453,225.99000549316406,214.7100067138672,215.99000549316406,167942900
1721865600,216.8000030517578,226.0,216.22999572753906,220.25,100636500
1721952000,221.19000244140625,222.27999877929688,215.3300018310547,219.8000030517578,94604100
1722211200,224.89999389648438,234.27000427246094,224.6999969482422,232.10000610351562,129201800
1722297600,232.25,232.41000366210938,220.0,222.6199951171875,100560300
1722384000,227.89999389648438,234.67999267578125,226.7899932861328,232.07000732421875,67497000
1722470400,227.69000244140625,231.8699951171875,214.3300018310547,216.86000061035156,83861900
1722556800,214.8800048828125,216.1300048828125,205.77999877929688,207.6699981689453,82880100
1722816000,185.22000122070312,203.8800048828125,182.0,198.8800048828125,100308800
1722902400,200.75,202.89999389648438,192.6699981689453,200.63999938964844,73783900
1722988800,200.77000427246094,203.49000549316406,191.47999572753906,191.75999450683594,71159800
1723075200,195.6999969482422,200.6999969482422,192.0399932861328,198.83999633789062,65033900
1723161600,197.0500030517578,200.8800048828125,195.11000061035156,200.0,58648300
1723420800,199.02000427246094,199.25999450683594,194.6699981689453,197.49000549316406,64044900
1723507200,198.47000122070312,208.49000549316406,197.05999755859375,207.8300018310547,76247400
1723593600,207.38999938964844,208.44000244140625,198.75,201.3800048828125,70250000
1723680000,205.02000427246094,215.8800048828125,204.82000732421875,214.13999938964844,89848500
1723766400,211.14999389648438,219.8000030517578,210.8000030517578,216.1199951171875,88765100
1724025600,217.07000732421875,222.97999572753906,214.08999633789062,222.72000122070312,76435200
1724112000,224.8800048828125,228.22000122070312,219.55999755859375,221.10000610351562,74001200
1724198400,222.6699981689453,224.66000366210938,218.86000061035156,223.27000427246094,70146000
1724284800,223.82000732421875,224.8000030517578,210.32000732421875,210.66000366210938,79514500
1724371200,214.4600067138672,221.47999572753906,214.2100067138672,220.32000732421875,81525200
1724630400,218.75,219.08999633789062,211.00999450683594,213.2100067138672,59301200
1724716800,213.25,215.66000366210938,206.94000244140625,209.2100067138672,62821400
1724803200,209.72000122070312,211.83999633789062,202.58999633789062,205.75,64116400
1724889600,209.8000030517578,214.88999938964844,205.97000122070312,206.27999877929688,62308800
1724976000,208.6300048828125,214.57000732421875,207.02999877929688,214.11000061035156,63370600
1725321600,215.25999450683594,219.89999389648438,209.63999938964844,210.60000610351562,76714200
1725408000,210.58999633789062,222.22000122070312,210.57000732421875,219.41000366210938,80651800
1725494400,223.49000549316406,235.0,222.25,230.1699981689453,119355000
1725580800,232.60000610351562,233.60000610351562,210.50999450683594,210.72999572753906,112177000
1725840000,216.1999969482422,219.8699951171875,213.6699981689453,216.27000427246094,67443500
1725926400,220.07000732421875,226.39999389648438,218.63999938964844,226.1699981689453,78891100
1726012800,224.5500030517578,228.47000122070312,216.8000030517578,228.1300048828125,83548600
1726099200,224.66000366210938,231.4499969482422,223.8300018310547,229.80999755859375,72020000
1726185600,228.0,232.6699981689453,226.32000732421875,230.2899932861328,59515100
1726444800,229.3000030517578,229.9600067138672,223.52999877929688,226.77999877929688,54323000
1726531200,229.4499969482422,234.57000732421875,226.5500030517578,227.8699951171875,66761600
1726617600,230.08999633789062,235.67999267578125,226.8800048828125,227.1999969482422,78010200
1726704000,234.0,244.24000549316406,232.1300048828125,243.9199981689453,102694600
1726790400,241.52000427246094,243.99000549316406,235.9199981689453,238.25,99879100
1727049600,242.61000061035156,250.0,241.9199981689453,250.0,86927200
1727136000,254.0800018310547,257.19000244140625,249.0500030517578,254.27000427246094,88491000
1727222400,252.5399932861328,257.04998779296875,252.27999877929688,257.0199890136719,65034300
1727308800,260.6000061035156,261.75,251.52999877929688,254.22000122070312,67142200
1727395200,257.3800048828125,260.70001220703125,254.1199951171875,260.4599914550781,70988100
1727654400,259.0400085449219,264.8599853515625,255.77000427246094,261.6300048828125,80705700
1727740800,262.6700134277344,263.9800109863281,248.52999877929688,258.0199890136719,87397600
1727827200,247.5500030517578,251.16000366210938,241.5,249.02000427246094,93983900
1727913600,244.47999572753906,249.7899932861328,237.80999755859375,240.66000366210938,80729200
1728000000,246.69000244140625,250.9600067138672,244.5800018310547,250.0800018310547,86573200
1728259200,249.0,249.8300018310547,240.6999969482422,240.8300018310547,68113300
1728345600,243.55999755859375,246.2100067138672,240.55999755859375,244.5,56303200
1728432000,243.82000732421875,247.42999267578125,239.50999450683594,241.0500030517578,66289500
1728518400,241.80999755859375,242.7899932861328,232.33999633789062,238.77000427246094,83087100
1728604800,220.1300048828125,223.33999633789062,214.3800048828125,217.8000030517578,142628900
1728864000,220.1300048828125,221.91000366210938,213.74000549316406,219.16000366210938,86291900
1728950400,220.00999450683594,224.25999450683594,217.1199951171875,219.57000732421875,62988800
1729036800,221.39999389648438,222.82000732421875,218.92999267578125,221.3300018310547,49632800
1729123200,221.58999633789062,222.0800018310547,217.89999389648438,220.88999938964844,50791800
1729209600,220.7100067138672,222.27999877929688,219.22999572753906,220.6999969482422,49611900
1729468800,218.89999389648438,220.47999572753906,215.72999572753906,218.85000610351562,47329000
1729555200,217.30999755859375,218.22000122070312,215.25999450683594,217.97000122070312,43268700
1729641600,217.1300048828125,218.72000122070312,212.11000061035156,213.64999389648438,80938900
1729728000,244.67999267578125,262.1199951171875,242.64999389648438,260.4800109863281,204491900
1729814400,256.010009765625,269.489990234375,255.32000732421875,269.19000244140625,161611900
1730073600,270.0,273.5400085449219,262.239990234375,262.510009765625,107653600
1730160000,264.510009765625,264.9800109863281,255.50999450683594,259.5199890136719,80521800
1730246400,258.0400085449219,263.3500061035156,255.82000732421875,257.54998779296875,53993600
1730332800,257.989990234375,259.75,249.25,249.85000610351562,66575300
1730419200,252.0399932861328,254.0,246.6300048828125,248.97999572753906,57544800
1730678400,244.55999755859375,248.89999389648438,238.8800048828125,242.83999633789062,68802400
1730764800,247.33999633789062,255.27999877929688,246.2100067138672,251.44000244140625,69282500
1730851200,284.6700134277344,289.5899963378906,275.6199951171875,288.5299987792969,165228700
1730937600,288.8900146484375,299.75,285.5199890136719,296.9100036621094,117309200
1731024000,299.1400146484375,328.7099914550781,297.6600036621094,321.2200012207031,204782800
1731283200,346.29998779296875,358.6400146484375,336.0,350.0,210521600
1731369600,342.739990234375,345.8399963378906,323.30999755859375,328.489990234375,155726000
1731456000,335.8500061035156,344.6000061035156,322.5,330.239990234375,125405600
1731542400,327.69000244140625,329.9800109863281,310.3699951171875,311.17999267578125,120726100
1731628800,310.57000732421875,324.67999267578125,309.2200012207031,320.7200012207031,114440300
1731888000,340.7300109863281,348.54998779296875,330.010009765625,338.739990234375,126547500
1731974400,335.760009765625,347.3800048828125,332.75,346.0,88852500
1732060800,345.0,346.6000061035156,334.29998779296875,342.0299987792969,66340700
1732147200,343.80999755859375,347.989990234375,335.2799987792969,339.6400146484375,58011700
1732233600,341.0899963378906,361.5299987792969,337.70001220703125,352.55999755859375,89140700
1732492800,360.1400146484375,361.92999267578125,338.20001220703125,338.5899963378906,95890900
1732579200,341.0,346.9599914550781,335.6600036621094,338.2300109863281,62295900
1732665600,341.79998779296875,342.54998779296875,326.5899963378906,332.8900146484375,57896400
1732838400,336.0799865722656,345.45001220703125,334.6499938964844,345.1600036621094,37167600
1733097600,352.3800048828125,360.0,351.1499938964844,357.0899963378906,77986500
1733184000,351.79998779296875,355.69000244140625,348.20001220703125,351.4200134277344,58267200
1733270400,353.0,358.1000061035156,348.6000061035156,357.92999267578125,50810900
1733356800,359.8699951171875,375.42999267578125,359.5,369.489990234375,81403600
1733443200,377.4200134277344,389.489990234375,370.79998779296875,389.2200012207031,81455800
1733702400,397.6099853515625,404.79998779296875,378.010009765625,389.7900085449219,96359200
1733788800,392.67999267578125,409.7300109863281,390.8500061035156,400.989990234375,97563600
1733875200,409.70001220703125,424.8800048828125,402.3800048828125,424.7699890136719,104287600
1733961600,424.8399963378906,429.29998779296875,415.0,418.1000061035156,87752200
1734048000,420.0,436.29998779296875,415.7099914550781,436.2300109863281,89000200
1734307200,441.0899963378906,463.19000244140625,436.1499938964844,463.0199890136719,114083800
1734393600,475.8999938964844,483.989990234375,457.510009765625,479.8599853515625,131223000
1734480000,466.5,488.5400085449219,427.010009765625,440.1300048828125,149340800
1734566400,451.8800048828125,456.3599853515625,420.0199890136719,436.1700134277344,118566100
1734652800,425.510009765625,447.0799865722656,417.6400146484375,421.05999755859375,131374800
